organizator;inn_organizatora;inn_primechanie;predmet;summa;data_publikacii;data_konca_priema;status;tip_procedury;sekciya;reestrovyy_nomer;okpd2;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНОЯРСКНЕФТЕПРОДУКТ""";2460002949;;На поставку электронасосов центробежных КМН для перекачки нефтепродуктов для нужд Енисейской нефтебазы филиала «Северный» АО «КНП»;729856.53 ₽;2025-11-26;2025-12-03;Архив;Запрос котировок;zakupki;ЗП5112302;28.13.14.110;https://www.tektorg.ru/223-fz/procedures/16727542;центробежный;нет;;
"Филиал ""Пермская ГРЭС"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Запасные части насосов дренажных центробежных для Уренгойской ГРЭС;НМЦ не установлена;2025-11-21;2025-11-28;Архив;Ценовой запрос (с закрытыми ценами);market;861081;28.13.31.111;https://www.tektorg.ru/market/procedures/16718799;центробежный;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ТРЕЙД""";7705592920;;"Оказание услуг  по техническому обслуживанию и ремонту технологического оборудования:                                                 Изготовление фасонных изделий; Капитальный ремонт насосного оборудования; Текущий ремонт насосного оборудования; Техническое обслуживание насосного оборудования по месту установки насосного оборудования ППСН КАРТЫЕЛЬ; Техническое обслуживание центробежных вентиляторов; Тарировка, ревизия, ремонт СППК.";НМЦ не установлена;2025-11-12;2025-11-24;Архив;Запрос предоставления ценовой информации;zakupki;ЗП511889;;https://www.tektorg.ru/223-fz/procedures/16699177;центробежный;да;центробежный+газовая машина;
Государственное автономное стационарное учреждение социального обслуживания Свердловской области «Первоуральский дом социального обслуживания»;6625007956;;приобретение промышленных фильтров для воды, насосов центробежных консольных и задвижек клиновых;933226.62 ₽;2025-10-21;2025-10-29;Архив;Запрос котировок;zakupki;ЗП5102014;28.29.12.111,28.13.14.110,28.14.13.120;https://www.tektorg.ru/223-fz/procedures/16547621;центробежный;нет;;
"ЗФ ПАО «ГМК «Норильский никель""";8401005730;;Оказание научно-технических услуг по теме: «Проведение опытно-промышленных испытаний по гравитационному обогащению переработки продуктов Норильской обогатительной фабрики ООО «Медвежий ручей» с использованием центробежного концентратора.;НМЦ не установлена;2025-10-17;2025-10-24;Архив;Запрос цен;nornikel/nornikel;20050132/1;72.19;;центробежный;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИПРО""";8602067092;;Запасные части центробежных насосов;НМЦ не установлена;2025-10-16;2025-10-23;Архив;Запрос котировок;zakupki/unipro;ЗП5101580;;https://www.tektorg.ru/223-fz/procedures/16404920;центробежный;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЭК-ТОРГ""";7704824695;;Продажа емкости РГС-25 в г. Усинск;1500000 ₽;2025-09-11;2025-10-17;Работа комиссии;Запрос предложений;sale/vitrine;ПИ509132;;https://www.tektorg.ru/sale/procedures/16093757;центробежный;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;"317.25.00050 Поставка насоса центробежного химического типа Х для Зауральской ТЭЦ филиала ООО ""БГК""";296533.34 ₽;2025-10-01;2025-10-10;Архив;Ценовой запрос;market;846377;28.13.14.110;https://www.tektorg.ru/market/procedures/16377449;центробежный;нет;;
"ООО ""Норникель Спутник""";7743773042;;Оказание услуг по подготовке и ремонту системы вентиляции, холодоснабжения и воздушного отопления (инвентарный номер ИНФ003120)  к зимнему сезону 2025-2026 г - замена центробежных насосов и водонагревателей на четвертом этаже в офисном помещении ООО «Норникель Спутник» в г. Саратов, с поставкой материалов Подрядчиком;НМЦ не установлена;2025-09-17;2025-09-29;Архив;Запрос предложений;nornikel/nornikel;20049211/1;43.22;;центробежный;нет;;
"Общество с ограниченной ответственностью ""Башнефть-Добыча""";0277106840;;СТАНОК ТОКАРНО-ВИНТОРЕЗНЫЙ б/у, СТАНОК ШЛИФОВАЛЬНЫЙ б/у, ПОДЪЕМНИК ГАРАЖНЫЙ П-238 б/у, Вентилятор центробежный FUK-3000/SR б/у, Установка для резки кернов б/у, Шлагбаум CAME G 60000 б/у, ТЕЛЕЖКА-ВЫПРЯМИТЕЛЬ б/у;НМЦ не установлена;2025-08-08;2025-09-03;Архив;Запрос предложений;sale;ПИ508133;;https://www.tektorg.ru/sale/procedures/15717859;центробежный;нет;центробежный+газовая машина;ручной инструмент
"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЛИПЕЦКАЯ ОБЛАСТНАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""";4802002585;;№397-ЭЗК-НАСОС: Насос погружной центробежный;72400 ₽;2025-08-15;2025-08-22;Архив;Запрос котировок в электронной форме;44fz;0346200011525000385;28.13.14.110;https://www.tektorg.ru/44-fz/procedures/15792944;центробежный;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;"317.25.00050 Поставка насоса центробежного химического типа Х для Зауральской ТЭЦ филиала ООО ""БГК""";87933.34 ₽;2025-08-07;2025-08-15;Отменён;Ценовой запрос;market;833149;28.13.14.110;https://www.tektorg.ru/market/procedures/15689301;центробежный;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ДАГНЕФТЬ""";0541000600;;Закупка насосов центробежных ЦНС;15660000 ₽;2025-07-04;2025-08-05;Работа комиссии;Запрос предложений;zakupki;ЗП507425;;https://www.tektorg.ru/223-fz/procedures/14677076;центробежный;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ ТРЕЙД""";7705592920;;Поставка агрегата электронасосного центробежного многоступенчатого секционный для нефти с сальниковым уплотнением ЦНСАн 13-105;НМЦ не установлена;2025-07-04;2025-07-25;Отменён;Запрос цен;zakupki;ЗП507537;;https://www.tektorg.ru/223-fz/procedures/14684841;центробежный;нет;;
"Филиал ""Пермская ГРЭС"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Центробежные и циркуляционные насосные агрегаты для Пермской ГРЭС;НМЦ не установлена;2025-07-17;2025-07-25;Архив;Ценовой запрос (с закрытыми ценами);market;828250;28.13.14.110;https://www.tektorg.ru/market/procedures/15067840;центробежный;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТБАНК""";7710140679;;Открытый запрос котировок в электронной форме на право заключения договора на изготовление, поставку и шефмонтаж центробежных вентиляторов в корпусе;364153395.17 ₽;2025-07-02;2025-07-21;Архив;Запрос котировок;zakupki;ЗП507250;28.25;https://www.tektorg.ru/223-fz/procedures/14623270;центробежный;да;центробежный+газовая машина;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;219229 Вентиляторы центробежные для нужд АО «ТГК-11»;1015561.67 ₽;2025-06-20;2025-07-14;Архив;Запрос предложений;interrao;ИР506194;28.25.20.112;https://www.tektorg.ru/inter_rao/procedures/14186387;центробежный;да;центробежный+газовая машина;
"Акционерное общество ""Интер РАО – Электрогенерация""";7704784450;;Центробежный насосный агрегат для филиала «ЮГРЭС-1» ООО «Каширская ГРЭС»;139943.12 ₽;2025-05-30;2025-06-17;Архив;Конкурс;interrao;ИР505330;28.13.14.110;https://www.tektorg.ru/inter_rao/procedures/13972987;центробежный;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИПРО""";8602067092;;Вентилятор центробежный (Эксгаустер);НМЦ не установлена;2025-06-03;2025-06-10;Архив;Запрос предоставления ценовой информации;zakupki/unipro;ЗП506158;;https://www.tektorg.ru/223-fz/procedures/14012656;центробежный;да;центробежный+газовая машина;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Поставка насосов центробежных Н-317, Н-318, Н-319 для установки ВТ-3, ЭЛОУ-1 цеха №01 ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2025-05-15;2025-05-29;Отменён;Запрос предложений;zakupki;ЗП505798;;https://www.tektorg.ru/223-fz/procedures/13837610;центробежный;нет;;
