nomer_stroki;model;strana;zakazchik_i_obekt;zakazchik;god_postavki;hvost_stroki;istochnik;data_sbora
2051;К-525;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1993;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2052;К-525;Россия;Ачинский глиноземный завод Ачинский глиноземный завод;Ачинский глиноземный завод;1993;3,15 525 3 0,88 0,10 Электродвигатель Общего назначения Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2053;К-525;Россия;Томский НХК Томский НХК;Томский НХК;1993;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2054;К-905;Россия;Азот Азот;Азот;1993;6 915 3 0,74 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2055;К-525;Россия;Первоуральский новотрубный завод Первоуральский новотрубный завод;Первоуральский новотрубный завод;1993;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2056;К-390;Россия;Западно-Сибирский МК Западно-Сибирский МК;Западно-Сибирский МК;1993;3,75 395 4 3,24 0,10 электродвигатель Металлургия азот/воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2057;Н-10000;Россия;Магнитогорский МК Магнитогорский МК;Магнитогорский МК;1993;5 9000 1 0,10 0,08 Электродвигатель Металлургия конверторные газы;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2058;Н-235 РК;Россия;Тюментрансгаз Тюментрансгаз;Тюментрансгаз;1993;10 217,3 1 7,45 5,17 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2059;Н-235 РК;Россия;Тюментрансгаз Тюментрансгаз;Тюментрансгаз;1993;10 217,3 1 7,45 5,17 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2060;Н-3300;Россия;Аммофос Аммофос;Аммофос;1993;3.15 3526-3861 1 0.1292-0.1322 0.0932 Электродвигатель Химическая различные газы;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2061;К-1700-61-1;Россия;Красноуральский медеплавильный завод Красноуральский медеплавильный завод;Красноуральский медеплавильный завод;1993;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2062;Н-540-41-1;Белоруссия;Азот Азот;Азот;1993;1,6 540 1 0,41 0,10 Электродвигатель Химическая нитрозный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2063;Н-1000;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1993;не менее 0.2 1000 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2064;Н-1000;Россия;Североникель Североникель;Североникель;1993;не менее 0.2 1000 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2065;К-160;Россия;Азот Азот;Азот;1994;6,3 163,2 4 4,51 0,78 Электродвигатель Химическая синтезированный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2066;К-345;Россия;Азот Азот;Азот;1994;3,5 345 3 1,32 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2067;К-380 РК;Россия;Миннибаевский газобензиновый завод Миннибаевский газобензиновый завод;Миннибаевский газобензиновый завод;1994;не менее 2.6 363 2 4,12 0,15 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2068;К-530;Украина;Азовсталь Азовсталь;Азовсталь;1994;Металлургия;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2069;К-905;Россия;Азот Азот;Азот;1994;6 915 3 0,74 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2070;Н-1000;Россия;Североникель Североникель;Североникель;1994;не менее 0.2 1000 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2071;Н-12000;Украина;Никопольский завод ферросплавов Никопольский завод ферросплавов;Никопольский завод ферросплавов;1994;4 12000 1 0,11 0,09 Электродвигатель Химическая агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2072;Н-235 РК;Украина;Газпром Газпром;Газпром;1994;10 217,3 1 7,45 5,17 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2073;Н-235 СПЧ;Россия;Волгоградтрансгаз Волгоградтрансгаз;Волгоградтрансгаз;1994;10 217,3 1 7,45 5,17 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2074;Н-370 СПЧ;Россия;Югтрансгаз Югтрансгаз;Югтрансгаз;1994;10 363 1 7,45 6,08 Газовая турбина Газовая Природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2075;К-1500 РК;Казахстан;Балхашский ГМК Балхашский ГМК;Балхашский ГМК;1995;8,5 1558 3 0,74 0,96 Паровая турбина Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2076;К-350 РК;Россия;Стерлитомакский ХК Стерлитомакский ХК;Стерлитомакский ХК;1995;9 370 3 7,35 0,97 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2077;Н-370 СПЧ;Россия;Югтрансгаз Югтрансгаз;Югтрансгаз;1995;10 363 1 7,45 6,08 Газовая турбина Газовая Природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2078;К-1700;Китай;Стирол Стирол;Стирол;1996;10 1700 3 0,74 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2079;47-71-1 (С);Россия;"Газпром ПХГ ""Касимовское""";"Газпром ПХГ ""Касимовское""";2002;4 46 1 9,50 4,80 ГТД-4РМ Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2080;170-31-1С;Россия;"КС ""Краснознаменская"" КС ""Краснознаменская""";"КС ""Краснознаменская""";2004;10,5 130 1 3,96 2,20 ГТД-4РМ Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2081;125-31-1С;Россия;"КС ""Краснознаменская"" КС ""Краснознаменская""";"КС ""Краснознаменская""";2005;4 123 1 4,07 2,39 ГТД-4РМ Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
