tip;nomer;produkt;izgotovitel;deklarant;status;strana;data;url;istochnik;data_sbora
Декларация;ЕАЭС N RU Д-CN.РА08.В.73456/25 ФСА ↗;Оборудование компрессорное:;"""Hangzhou Oxygen Plant Group Co., LTD""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСГАЗКРИО""";Действует;Китайская Народная Республика;15.10.2025;›;https://vaskov.pro/sertifikaty/declaration/20663926;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-KR.РА08.В.81640/25 ФСА ↗;Оборудование компрессорное: компрессор центробежный;HANWHA Power Systems CO.,LTD;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕВА ЭЙР СТРОЙ""";Действует;Республика Корея;10.10.2025;›;https://vaskov.pro/sertifikaty/declaration/20672834;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА07.В.44158/25 ФСА ↗;Оборудование насосное: Компрессор центробежный НЦ16ДКС-05;"Публичное акционерное общество ""Научно-производственное объединение ""Искра""";"Публичное акционерное общество ""Научно-производственное объединение ""Искра""";Действует;Российская Федерация;17.09.2025;›;https://vaskov.pro/sertifikaty/declaration/20523343;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА07.В.98934/25 ФСА ↗;Оборудование компрессорное: Компрессор центробежный тип Ti;Turbo-Tech Compressor Wuxi Co., Ltd;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИОКСИД""";Действует;Китайская Народная Республика;09.09.2025;›;https://vaskov.pro/sertifikaty/declaration/20525647;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА07.В.59921/25 ФСА ↗;оборудование компрессорное: насос центробежный, модель 220V-50mm, 220V – 80mm., маркировка: YILI HUOERGUOSI GUANGYUAN TRADING СО ., LTD.;YILI HUOERGUOSI GUANGYUAN TRADING СО ., LTD;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙДГРУППКОМПАНИ""";Действует;Китайская Народная Республика;28.08.2025;›;https://vaskov.pro/sertifikaty/declaration/20540508;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА06.А.44435/25 ФСА ↗;Оборудование газоочистное: Установка сероочистки дымовых газов агломашины. Оборудование и комплектующие в соответствии с Приложением № 1;Zhongye Changtian International Engineering Co., Ltd;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОЛИПЕЦКИЙ МЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""";Действует;Китайская Народная Республика;30.07.2025;›;https://vaskov.pro/sertifikaty/declaration/20416416;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА06.В.30020/25 ФСА ↗;Центробежный компрессор, модели: BCL526, BCL458;"""Shenyang Turbo-Machinery Corporation""";"Общество с ограниченной ответственностью ""НОРД СЕРВИС""";Действует;Китайская Народная Республика;24.07.2025;›;https://vaskov.pro/sertifikaty/declaration/20401115;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА06.В.13498/25 ФСА ↗;Оборудование технологическое для мукомольно-крупяной, комбикормовой и элеваторной промышленности: Установка для приготовления кормов для животных, тип LPESB X 198;FAMSUN CO., LTD;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЕКСЕЕВСКИЙ КОМБИКОРМОВЫЙ ЗАВОД""";Действует;Китайская Народная Республика;23.07.2025;›;https://vaskov.pro/sertifikaty/declaration/20383788;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА06.В.21464/25 ФСА ↗;Центробежный компрессор, модели: BCL526, BCL458;"""SHENYANG TURBO-MACHINERY CO., LTD""";"Общество с ограниченной ответственностью ""НОРД СЕРВИС""";Прекращён;Китайская Народная Республика;22.07.2025;›;https://vaskov.pro/sertifikaty/declaration/20392182;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА04.В.45237/25 ФСА ↗;Приводной центробежный воздушный нагнетатель (компрессор кит): ⁠VT Superchardger Dodge Challenger/Chardger 3.6,;VTracing&HKS Turbo;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИЗОВЫЕ ТЕХНОЛОГИИ""";Действует;Китайская Народная Республика;07.07.2025;›;https://vaskov.pro/sertifikaty/declaration/20188365;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА05.А.31547/25 ФСА ↗;Оборудование компрессорное;Hangzhou Oxygen Plant Group Co., LTD;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСГАЗКРИО""";Действует;Китайская Народная Республика;02.07.2025;›;https://vaskov.pro/sertifikaty/declaration/20282204;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-IE.РА05.А.16218/25 ФСА ↗;Компрессор центробежный, 47884018001, V9951 CH6-C115MX1 CENTR. COMPRESSOR.;Ingersoll Rand;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАЙДГРУППКОМПАНИ""";Действует;Ирландия;17.06.2025;›;https://vaskov.pro/sertifikaty/declaration/20272154;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.НА65.А.02594/25 ФСА ↗;ЦЕНТРОБЕЖНЫЙ КОМПРЕССОР;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""ЭНТЕХМАШ""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""ЭНТЕХМАШ""";Действует;РОССИЯ;04.06.2025;›;https://vaskov.pro/sertifikaty/certificate/3582648;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА04.В.53137/25 ФСА ↗;Оборудование компрессорное: Компрессор центробежный серии KТ;"""Qingdao Kant Mechanical Manufacturing Co. Ltd""";"Общество с ограниченной ответственностью СП ""ЭНЕРГОСЕРВИС""";Действует;Китайская Народная Республика;22.05.2025;›;https://vaskov.pro/sertifikaty/declaration/20197010;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА03.В.73584/25 ФСА ↗;Компрессор центробежный TM: DALI;"""DALIAN HAOCHEN TRADE DEVELOPMENT CO.,LTD""";"Общество с ограниченной ответственностью ""СибТоргСервис""";Действует;Китайская Народная Республика;18.04.2025;›;https://vaskov.pro/sertifikaty/declaration/20103353;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА03.В.71749/25 ФСА ↗;Центробежный компрессорный агрегат, модель: T2000-3S;Zhejiang Kaishan Centrifugal Machinery CO. ,LTD.;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИЯ""";Действует;Китайская Народная Республика;17.04.2025;›;https://vaskov.pro/sertifikaty/declaration/20101037;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА03.В.69629/25 ФСА ↗;Оборудование компрессорное: Компрессор центробежный серии KТ, HR-H2;"""Qingdao Kant Trade Co., Ltd""";"Общество с ограниченной ответственностью СП ""ЭНЕРГОСЕРВИС""";Действует;Китайская Народная Республика;17.04.2025;›;https://vaskov.pro/sertifikaty/declaration/20098372;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА03.В.61774/25 ФСА ↗;компрессоры (воздушные): Компрессор воздушный, 3-х ступенчатый, центробежный;"""Ingersoll-Rand(China)Industrial Equipment Manufacturing Co.Ltd.""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМАИР""";Действует;Китайская Народная Республика;14.04.2025;›;https://vaskov.pro/sertifikaty/declaration/20089080;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА03.В.57191/25 ФСА ↗;компрессоры (воздушные и газовые приводные) TM: «РОНОТЕХ» (RONOTEСH);«Shanghai Rocky Machinery Co., Ltd»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖЕГОРОДСКИЙ ЗАВОД ПРОМЫШЛЕННОГО ОБОРУДОВАНИЯ РОНОТЕХ""";Действует;Китайская Народная Республика;14.04.2025;›;https://vaskov.pro/sertifikaty/declaration/20083695;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
