inn;predpriyatie;nazvanie_egrul;adres;sayt;rukovoditel;dolzhnost_rukovoditelya;status_egrul;vyruchka;vyruchka_god;okved_osnovnoy;okvedov;okved_kody;ssylka_checko;ssylka_okved
5214008285;"ООО """"МК """"Ильиногорское";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЯСОКОМБИНАТ ""ИЛЬИНОГОРСКОЕ""";606058, НИЖЕГОРОДСКАЯ ОБЛАСТЬ, М.О. ВОЛОДАРСКИЙ, РП. ИЛЬИНОГОРСК, ТЕР. ПРОМРАЙОН - ПРОМПЛОЩАДКА N1, УЛ. ПРОМЫШЛЕННАЯ, ЗД. 1;;Меркулов Петр Владимирович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;BANKRUPT;;;;11;10.1 10.13.1 10.13.2 10.13.3 10.13.4 10.13.5 10.13.6 10.13.7 46.32 46.32.3 47.22;https://checko.ru/company/mk-ilinogorskoe-1055216505618;https://checko.ru/company/1055216505618/activity
5239001108;"ОАО """"Молоко"""" (ИНН 5239001108)";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОЛОКО""";Нижегородская обл, г Шахунья, ул Пархоменко, д 16;rusmol.ru;Митусов Сергей Анатольевич;ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР;ACTIVE;8,1 млрд;2025;;34;10.51.1 10.51.2 10.51.3 10.51.4 10.51.9 10.86.12 35.30.14 46.33 10.51 10.61 10.71 10.86 35.30 35.30.3 36.00 37.00 41.20 43.21 43.29 43.99.1 45.19.3 46.33.1 46.33.3 46.71 49.41 49.41.1 49.42 52.29 68.10 68.20 69.10 69.20.2 77.11 86.90.9;https://checko.ru/company/moloko-1025201286395;https://checko.ru/company/1025201286395/activity
3441004685;"ОАО  """"ВКЗ";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВОЛГОГРАДСКИЙ КИСЛОРОДНЫЙ ЗАВОД""";г Волгоград, ул Невская, д 3, ком 2/3;;Зарубин Виктор Владимирович;ЛИКВИДАТОР;LIQUIDATED;;;;12;20.11 20.59.5 46.46.1 46.75.2 46.90 47.78.6 47.78.9 52.29 68.20.2 70.22 73.20.1 86.90.9;https://checko.ru/company/vkzov-1023402457320;https://checko.ru/company/1023402457320/activity
7704833717;"АО """"СГ-ТРЕЙДИНГ";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СГ-ТРЕЙДИНГ""";г Москва, Комсомольский пр-кт, д 42 стр 3, ком 17;;Решетняк Елена Николаевна;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;LIQUIDATED;0;2024;;21;47.30 35.2 43.2 45.20 46.71 46.90 47.11 47.11.2 47.78.6 47.78.61 47.78.62 47.78.63 47.78.9 47.79 47.79.3 49.4 52.10 52.2 52.24 52.29 77.39.11;https://checko.ru/company/sg-treyding-1137746354052;https://checko.ru/company/1137746354052/activity
1832144060;"ООО """"Удмуртский хладокомбинат";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УДМУРТСКИЙ ХЛАДОКОМБИНАТ""";426028, УДМУРТСКАЯ РЕСПУБЛИКА, Г. ИЖЕВСК, УЛ. МАЯКОВСКОГО, Д. 44, ЛИТЕР Б, КАБИНЕТ 1, 2 ЭТ.;;Сухарев Михаил Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;58,9 млн;2022;;21;68.20.2 10.20 10.72 35.30.1 46.32 46.32.3 46.33.1 46.33.3 46.38.1 46.38.26 46.38.29 47.22 47.23 47.23.1 47.24 47.24.3 47.29 49.41 49.42 56.29 77.11;https://checko.ru/company/udmurtsky-hladokombinat-1171832010305;https://checko.ru/company/1171832010305/activity
6732163727;"ООО """"АПК-Рязань";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АГРОПРОМКОМПЛЕКТАЦИЯ-РЯЗАНЬ""";Рязанская обл, г Кораблино, ул Зубковой, д 48;apkholding.ru;Шудрикова Ирина Юрьевна;ДИРЕКТОР;ACTIVE;6 млрд;2025;;77;01.46.11 01.11.1 01.61 45.20.1 49.41.1 49.42 52.10.3 56.29.2 01.11 01.12 01.13 01.14 01.15 01.16 01.19 01.21 01.22 01.23 01.24 01.25 01.26 01.27 01.28 01.29 01.30 01.41 01.42 01.43 01.44 01.45 01.46 01.47 01.49 01.50 01.62 01.63 01.64 01.70 10.11 10.13 10.61 10.71 10.91 16.10 45.11 45.19 45.20 45.31 45.32 46.11 46.21 46.22 46.23 46.24 46.32 46.90 47.11 47.22 47.29 47.30 47.76 49.39 49.41 52.10 52.24 52.29 56.29 68.10 68.20 71.20 75.00 77.11 77.31 77.32 77.39 81.29.1 81.29.9;https://checko.ru/company/apk-ryazan-1186733009759;https://checko.ru/company/1186733009759/activity
5920000071;"ЗАО """"Молоко"""" (ИНН 5920000071)";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОЛОКО""";Пермский край, г Чайковский, ул Энергетическая, д 28;;Костюкович Анатолий Леонидович;ДИРЕКТОР;BANKRUPT;;;;4;10.51.9 10.5 46.3 47.2;https://checko.ru/company/moloko-1025902030516;https://checko.ru/company/1025902030516/activity
3606000283;"ОАО ЗМ """"ВЕРХНЕМАМОНСКИЙ";"АКЦИОНЕРНОЕ ОБЩЕСТВО ЗАВОД МОЛОЧНЫЙ ""ВЕРХНЕМАМОНСКИЙ""";Воронежская обл, село Верхний Мамон, ул Строительная, д 9;;Кривобородов Иван Яковлевич;Генеральный директор;ACTIVE;114,3 млн;2025;;8;10.51.3 10.51 10.51.1 10.51.2 10.51.4 10.51.9 47.1 47.9;https://checko.ru/company/zavod-molochny-verhnemamonsky-1023601072659;https://checko.ru/company/1023601072659/activity
5072600951;"ОАО """"Луховицкий мукомольный завод";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛУХОВИЦКИЙ МУКОМОЛЬНЫЙ ЗАВОД""";Московская обл, г Луховицы, ул Гагарина, д 58;;Глустенков Игорь Валентинович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;BANKRUPT;;;;33;10.61.2 10.61.4 10.91.1 41.20 46.38.23 47.21 47.22.2 47.22.3 47.23.1 47.23.2 47.24 47.24.22 47.24.3 47.25.2 47.29.1 47.29.2 47.29.3 47.29.31 47.51.1 47.53.3 47.59.2 47.61 47.64 47.65 47.71 47.75 47.76.1 47.76.2 47.77 47.78 47.78.3 47.78.4 52.29;https://checko.ru/company/luhovicky-mukomolny-zavod-1025007389659;https://checko.ru/company/1025007389659/activity
4214002316;"ПАО """"РАСПАДСКАЯ";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАСПАДСКАЯ""";652870, КЕМЕРОВСКАЯ ОБЛАСТЬ - КУЗБАСС, М.О. МЕЖДУРЕЧЕНСКИЙ, Г. МЕЖДУРЕЧЕНСК, ПР-КТ КОММУНИСТИЧЕСКИЙ, Д. 27А;idkontakt.ru;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РАСПАДСКАЯ УГОЛЬНАЯ КОМПАНИЯ""";;ACTIVE;30,8 млрд;2023;;38;05.10.15 35.30.14 36.00.1 37.00 46.18 46.63 46.73.1 46.77 68.20.29 70.22 71.20.7 74.90.32 77.39.22 77.39.29 78.30 86.90.9 96.04 05.10.1 05.10.16 38.1 38.2 42.99 43.21 43.29 43.39 46.69.9 46.71.1 46.71.2 52.10 52.24.2 64.99.11 68.20.2 71.12.3 80.10 80.20 80.30 85.42.9 86.21;https://checko.ru/company/pao-raspadskaya-1024201389772;https://checko.ru/company/1024201389772/activity
4205073166;"ООО """"Шахта Зиминка";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ШАХТА ЗИМИНКА""";Кемеровская область - Кузбасс, г Прокопьевск, ул Морозовой, зд 70;;Ракитина Ирина Геннадьевна;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;LIQUIDATED;;;;8;05.10.14 05.10.11 05.10.12 05.10.13 05.10.15 05.10.16 42.99 46.71.1;https://checko.ru/company/shahta-ziminka-1044205056180;https://checko.ru/company/1044205056180/activity
0264022409;"ООО """"Башнефть-Логистика";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШНЕФТЬ-ЛОГИСТИКА""";Респ Башкортостан, г Нефтекамск, ул Техснабовская, влд 5;;Овчинников Александр Валентинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;733,7 млн;2020;;24;52.10.9 25.12 35.30.3 41.20 42.11 42.12 43.29 45.20.1 45.20.2 46.63 46.69.2 46.69.5 46.69.9 46.73.6 47.78.9 52.10.21 52.29 55.10 56.29 80.10 80.20 80.30 82.99 84.22;https://checko.ru/company/bashneft-logistika-1030203263694;https://checko.ru/company/1030203263694/activity
6449076937;"ООО """"МКЭ ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОЛОЧНЫЙ КОМБИНАТ ЭНГЕЛЬССКИЙ""";Саратовская обл, г Энгельс, ул Томская, д 49;;Ляльков Алексей Геннадьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;7,8 млрд;2025;;38;10.51.9 10.51.1 10.51.2 56.29.2 68.20.29 10.42 10.51 10.51.4 10.52 46.17.1 46.17.2 46.33 46.38.2 46.38.26 46.39 46.90 47.11 47.19 47.24.3 47.29 49.4 52.10 52.21 52.24 52.29 56.29 68.10.1 68.20 68.31.1 68.31.2 68.31.3 68.31.4 68.32 77.31 77.32 77.33 77.39.11 77.39.2;https://checko.ru/company/mkeom-1146449035578;https://checko.ru/company/1146449035578/activity
8609000160;"ПАО """"ННК-ВАРЬЕГАННЕФТЕГАЗ";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ННК-ВАРЬЕГАННЕФТЕГАЗ""";Ханты-Мансийский Автономный округ - Югра, г Радужный, мкр 2, д 21;varyeganneftegaz.ru;Таран Иван Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;55,9 млрд;2021;;32;06.10.1 06.10.3 09.10.9 35.30.14 68.20.29 77.39.29 06.10 06.20 08.12 08.12.1 28.13 35.11 35.12 36.00 46.12.1 46.71.3 46.90 49.41 49.42 49.50.11 68.20 70.22 71.11 71.11.1 71.11.2 71.12 71.12.1 71.12.11 71.12.2 71.12.3 71.20 77.39.1;https://checko.ru/company/pao-nnk-varyeganneftegaz-1028601465067;https://checko.ru/company/1028601465067/activity
4312138386;"ОАО """"ЗМУ КЧХК";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗАВОД МИНЕРАЛЬНЫХ УДОБРЕНИЙ КИРОВО-ЧЕПЕЦКОГО ХИМИЧЕСКОГО КОМБИНАТА""";г Москва, Пресненская наб, д 6 стр 2;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ХИМИЧЕСКАЯ КОМПАНИЯ ""УРАЛХИМ""";;LIQUIDATED;;;;8;24.15 24.13 24.66 33.20 40.30 41.00 45.21 74.20.1;https://checko.ru/company/zkiiokchkiiok-1084312001201;https://checko.ru/company/1084312001201/activity
2222000936;"АО """"АСД";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛТАЙСТРОЙДЕТАЛЬ""";г Барнаул, Павловский тракт, д 325;altaystroydetal.ru;Литвиненко Галина Ивановна;ДИРЕКТОР;ACTIVE;140,6 млн;2025;;17;20.11 25.11 25.12 33.12 41.20 42.21 42.22.2 43.22 43.99.5 46.19 46.46.1 46.90 47.19 47.73 47.74 49.41.1 49.41.2;https://checko.ru/company/asd-1022201128641;https://checko.ru/company/1022201128641/activity
7728276053;"ООО """"Промконсервы";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМКОНСЕРВЫ""";г Смоленск, ул Парковая, д 2;;Иванова Наталья Егоровна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;7,2 млрд;2025;;76;10.51.9 10.39.1 10.51.2 10.71.1 10.89.9 35.13 35.30.14 36.00.2 37.00 38.11 46.90 49.41.1 52.10.9 56.29.2 61.10.9 68.20.29 68.32.1 77.39.29 96.04 10.11.5 10.31 10.39 10.51 10.82 10.85 10.89 35.30 35.30.15 35.30.2 35.30.3 35.30.4 35.30.5 36.00.1 38.1 38.2 41.20 42.21 42.22.2 42.99 43.11 43.12 43.12.1 43.12.3 43.3 43.91 43.99.2 43.99.4 43.99.5 43.99.6 46.33.1 46.33.3 46.36.1 46.77 49.31 49.41 49.41.2 52.10 52.10.1 52.10.2 52.29 55.90 60.20 68.20.2 77.11 77.39 78.10 81.29.9 86.21 86.23 86.90.4 91.01 91.02 91.03 93.1 93.11 93.2;https://checko.ru/company/promkonservy-1037728000452;https://checko.ru/company/1037728000452/activity
3905078834;"ООО """"ГАЗПРОМ ГАЗОМОТОРНОЕ ТОПЛИВО";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ГАЗОМОТОРНОЕ ТОПЛИВО""";г Санкт-Петербург, Петроградская наб, д 20 литера а;gazprom-gmt.ru;Гречанюков Олег Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;16,1 млрд;2021;;44;46.71.2 35.30.14 45.20.5 46.71.5 46.90 47.11 47.19 47.30 47.78 68.20.29 77.39.29 77.40 82.99 28.13 35.11 35.12 35.21 35.22 35.30.6 46.6 46.71 47.78.9 47.9 49.50.22 56.10 56.10.1 64.99 66.12 66.12.1 68.10 68.10.1 68.20.2 68.31 68.32 68.32.1 68.32.2 70.22 71.1 71.12.3 71.12.5 71.12.6 72.19 73.11 77.39;https://checko.ru/company/gazprom-gazomotornoe-toplivo-1063905088158;https://checko.ru/company/1063905088158/activity
1215102460;"ООО НПФ """"РМЗ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""РЕСПУБЛИКАНСКИЙ МОЛОЧНЫЙ ЗАВОД""";г Йошкар-Ола, ул Машиностроителей, д 131;;Девятых Василий Геннадьевич;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;BANKRUPT;;;;14;10.5 10.8 16.10 16.10.9 46.3 47.1 47.2 47.9 52.2 52.29 68.20 71.20 73.11 77.3;https://checko.ru/company/npf-rmz-1051200058854;https://checko.ru/company/1051200058854/activity
5916015580;"ООО """"Маслозавод Нытвенский";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАСЛОЗАВОД НЫТВЕНСКИЙ""";Пермский край, г Нытва, ул Комарова, зд 37;nytva-maslo.ru;Ашихмин Владислав Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;15,8 млрд;2025;;10;10.51.9 10.51.1 10.51.2 46.33 46.90 49.20.9 10.51 10.86 46.21 47.29;https://checko.ru/company/maslozavod-nytvensky-1055905523970;https://checko.ru/company/1055905523970/activity
3702043642;"ЗАО """"Хладокомбинат """"Ивановский";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХЛАДОКОМБИНАТ ""ИВАНОВСКИЙ""";г Иваново, проезд 11-й, д 13;ihk.webhost.ru;Решетникова Ирина Валентиновна;ДИРЕКТОР;ACTIVE;21,2 млн;2025;;1;68.20.2;https://checko.ru/company/hladokombinat-ivanovsky-1033700107462;https://checko.ru/company/1033700107462/activity
9102154817;"АО """"ПБКК";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПИВОБЕЗАЛКОГОЛЬНЫЙ КОМБИНАТ ""КРЫМ""";Респ Крым, г Симферополь, ул Героев Сталинграда, д 12;krym-pbk.ru;Пивоваренко Наталья Сергеевна;РУКОВОДИТЕЛЬ ВРЕМЕННОЙ АДМИНИСТРАЦИИ;ACTIVE;6,1 млрд;2025;;79;11.05 11.07.11 11.07.13 11.07.2 22.22 56.29.2 68.20.1 68.20.29 77.11 77.39.29 10.81.2 11.07 11.07.1 16.24 35.11 35.11.3 35.13 35.30 37.00 41.20 43.21 43.22 43.29 43.31 43.32 43.33 43.34 43.91 43.99 46.17 46.18 46.34 46.38 46.39 46.71 46.73 46.77 46.90 47.11 47.25 47.8 47.81 47.9 47.91 49.31 49.39 49.4 49.41 52.10 52.21 52.24 52.29 55.10 55.90 56.10 56.10.1 56.10.22 56.10.3 56.29 56.30 64.99 68.10 68.20 70.10.1 70.10.2 71.1 71.11 71.12.5 71.12.6 71.20 73.11 77.12 77.33 77.39.11 79.90.2 82.19 82.92 86.90 95.22;https://checko.ru/company/pbkk-1159102014642;https://checko.ru/company/1159102014642/activity
1618000020;"АО """"ЕМКК";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕЛАБУЖСКИЙ МЯСОКОНСЕРВНЫЙ КОМБИНАТ""";Респ Татарстан, Елабужский р-н, тер Промышленная площадка Алабуга, ул 13.1, д 1;;Фазлиахметов Равиль Галиахметович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;827,1 млн;2025;;59;10.13.4 10.11.3 10.13.2 10.13.3 10.13.9 46.32 68.20.29 01.1 01.4 01.5 10.11 10.11.1 10.11.2 10.11.4 10.11.5 10.11.6 10.13 10.13.1 10.13.5 10.13.6 10.13.7 10.4 10.8 10.86.3 10.9 35.3 41.2 43.12 43.2 43.3 43.99 45.3 46.2 46.4 46.77 46.9 47.11.1 47.19 47.21 47.22 47.22.1 47.22.2 47.22.3 47.41.3 47.5 47.9 52.10 52.24 56.10 56.10.1 56.29 68.10 68.10.1 68.10.12 68.10.22 68.10.23 68.2 68.20.2 77.32;https://checko.ru/company/emkk-1021606956194;https://checko.ru/company/1021606956194/activity
9102048801;"ГУП РК """"ЧЕРНОМОРНЕФТЕГАЗ";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""ЧЕРНОМОРНЕФТЕГАЗ""";Респ Крым, г Симферополь, пр-кт Кирова, зд 52;gas.crimea.ru;Ершов Владимир Евгеньевич;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ГЕНЕРАЛЬНОГО ДИРЕКТОРА;ACTIVE;10,9 млрд;2018;;82;06.10.1 06.20.1 06.20.2 42.21 49.41.1 52.10.9 55.20 56.29.2 61.10.9 68.20.1 68.20.29 77.39.29 93.13 96.04 06.10.3 06.20 09.10.1 09.10.9 19.20 33.13 33.14 33.15 33.20 35.11 35.13 35.30 41.20 42.11 42.22.2 42.91.5 42.99 43.13 43.22 43.99 43.99.1 45.20 46.71 47.11.2 47.30 49.3 49.39.39 49.4 49.50.21 50.10 50.20 51.21 52.10.21 52.10.22 52.10.23 52.22.1 52.22.11 52.22.19 52.24.2 55.90 56.29 61.10 68.20 71.12 71.12.3 71.12.4 71.20.1 71.20.3 71.20.4 77.32 77.39.23 80.10 80.20 80.30 84.25.1 84.25.9 85.23 85.30 85.41 85.42 85.42.9 86.10 86.21 86.23 86.90.4 86.90.9 93.11 93.19;https://checko.ru/company/gup-rk-chernomorneftegaz-1149102099717;https://checko.ru/company/1149102099717/activity
7728640182;"ООО """"ГАЗПРОМНЕФТЬ -СМ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМНЕФТЬ - СМАЗОЧНЫЕ МАТЕРИАЛЫ""";г Санкт-Петербург, Дегтярный пер, д 1Б стр 1, помещ 22Н;avtovzglyad.ru;Егоров Владимир Егорович;ВРЕМЕННО-ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ГЕНЕРАЛЬНОГО ДИРЕКТОРА;ACTIVE;56,4 млрд;2021;;13;19.20.9 20.59.4 46.71.9 19.20 22.2 45.31.1 45.32 52.10 52.10.21 52.24 68.10 71.20 73.11;https://checko.ru/company/gazpromneft-sm-1077762940331;https://checko.ru/company/1077762940331/activity
3611000514;"ОАО """"Евдаковский  МЖК";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕВДАКОВСКИЙ МАСЛОЖИРОВОЙ КОМБИНАТ""";Воронежская обл, пгт Каменка, ул Мира, д 30;;Нерезов Виталий Александрович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;LIQUIDATED;;;;14;10.41.5 10.42 10.84 41.2 43.12 43.2 43.3 43.91 43.99 46.33 49.4 52.10.2 56.29 73.1;https://checko.ru/company/evdakovsky-mzhk-1023601514320;https://checko.ru/company/1023601514320/activity
6325000660;"АО """"ТЯЖМАШ";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЯЖМАШ""";Самарская обл, г Сызрань, ул Гидротурбинная, зд 13;tyazhmash.com;Ларионов Роман Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;19,8 млрд;2021;;32;25.62 46.69.9 41.2 46.69 47.19 47.29 47.73 47.74 47.75 47.78.3 47.78.4 52.10.9 52.29 55.1 55.10 55.2 55.20 55.90 56.10.1 62.01 62.02 62.09 68.10.21 68.10.23 72.19 86.21 86.23 86.90 86.90.4 86.90.9 93.11 93.29.9;https://checko.ru/company/tyazhmash-1026303055217;https://checko.ru/company/1026303055217/activity
1651044095;"АО """"ТАНЕКО";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАНЕКО""";Респ Татарстан, г Нижнекамск, тер Промзона, соор 418;taneco.ru;Салахов Илшат Илгизович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;139,6 млрд;2025;;49;19.20.9 46.90 52.10.9 56.29.2 68.32.1 19.20 20.11 20.14 20.59.4 22.22 25.11 33.20 35.12 35.30 36.00 37.00 38.11 38.12 41.2 46.69.2 46.71 46.72 46.75 46.77 47.52.7 49.10 49.20 49.4 49.50 52.21.2 55.10 56.29 64.92 64.99 68.20 71.1 71.12.1 71.12.5 71.12.6 71.20 71.20.1 71.20.3 72.19.9 77.39.11 77.39.2 81.22 81.29.9 86.21 86.90.4;https://checko.ru/company/taneko-1051618037778;https://checko.ru/company/1051618037778/activity
5257003806;"АО """"НМЖК";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖЕГОРОДСКИЙ МАСЛО-ЖИРОВОЙ КОМБИНАТ""";Нижегородская обл, г Нижний Новгород, шоссе Жиркомбината, д 11;nmgk.ru;Невестенко Галина Сергеевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;47,7 млрд;2021;;25;10.84 10.41.54 10.41.7 10.42 20.41.2 20.41.3 35.30.2 46.33 49.41.2 52.10.9 52.21.19 68.20.29 77.39.12 77.40 10.11.5 10.41 10.41.5 10.91 33.14 35.13 46.21 46.33.3 46.45.2 47.29.2 47.75.2;https://checko.ru/company/nmzhk-1025202391830;https://checko.ru/company/1025202391830/activity
4630001603;"АО """"КУРСКИЙ ХЛАДОКОМБИНАТ";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУРСКИЙ ХЛАДОКОМБИНАТ""";г Курск, ул Магистральная, зд 14;;Цатуров Евгений Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,8 млрд;2025;;21;10.52 10.39.2 46.38 52.10.1 10.13 10.51.9 10.85 10.89 10.89.1 10.89.5 10.89.6 10.89.7 10.89.8 10.89.9 46.38.1 46.38.26 47.23.1 47.24.3 47.29.3 52.24 68.20.2;https://checko.ru/company/kursky-hladokombinat-1024600949724;https://checko.ru/company/1024600949724/activity
2614019198;"ООО """"СТАВРОПОЛЬНЕФТЕГАЗ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАВРОПОЛЬНЕФТЕГАЗ""";Ставропольский край, г Нефтекумск, ул 50 лет Пионерии, д 5;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦЕНТРГЕКО ХОЛДИНГ""";;ACTIVE;19,7 млрд;2025;;48;06.10.1 46.90 06.10.3 06.20 06.20.1 06.20.2 09.10 09.10.1 09.10.9 19.20 19.20.1 19.20.2 19.20.9 35.12.1 35.30.14 36.00.1 36.00.2 46.71 46.71.3 46.71.4 46.71.5 46.71.51 46.71.52 46.71.9 49.50.1 49.50.11 49.50.21 52.10.21 64.92 64.92.2 68.10 68.10.21 68.10.22 68.20 68.20.1 68.20.2 71.12 71.12.1 71.12.11 71.12.12 71.12.13 71.12.14 71.12.2 71.12.3 71.12.4 71.12.45 71.12.54 85.30;https://checko.ru/company/stavropolneftegaz-1052607115967;https://checko.ru/company/1052607115967/activity
