seriya;princip;vid;vstrech;innov;ssylok;ssylki;citata
ТВ80-1.6;центробежный;воздуходувка;14;2;7;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-02622-2019 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0433e7ed-421f-4585-ac33-2b87dacbb843_938188b7-5b32-4a1d-999b-669601641181&infoGuid=0433e7ed-421f-4585-ac33-2b87dacbb843 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11260-2023;13165 5005038631 планировал ТВ 80-1.6 центробежная 07.2023 план 2220624727 позиция 180, сумма 241 600,00 ₽ Обслуживание турбокомпрессора ТВ 80-1.6 в МУП «Бел
К79;центробежный;компрессор;14;2;4;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-01282-2019 | https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-03025-2023 | https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-328068-2025;13740 5103070023 есть ГТТ-3М | К 79 центробежная среда не названа 30.01.2019 заключение ЭПБ № 28-ТУ-01282-2019 на турбокомпрессор ГТТ-3М поз. № 8, зав. № Р
ТВ200-1.12;центробежный;воздуходувка;14;1;7;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-675911-2026 | https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09935-2023 | https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-09947-2023;42141 5249002485 в работе (заключение ЭПБ действует) ТВ 200-1.12 турбовоздуходувка (центробежная) 04.02.2026 заключение ЭПБ 52-ТУ-675911-2026 от 04.02.2026, АО "НЦ ВОСТНИИ", вывод:
К-103;центробежный;компрессор;13;5;8;https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-24825-2020 | https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-24784-2020 | https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-24787-2020;26.1, 201.1, 301.1, 120, 220.1, 310.10, 310.9 до л. 20.4 (УВ) 20.4 от Е-113, от уч. л.119.2, 119.3 до Е-302 (УВ) 20.7 К-103 до л.20.18 ( https://monitor-pb.ru/conclusion/58-%D0%97%
ВП30/8;винтовой;компрессор;13;2;6;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-15875-2019 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-01168-2021 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-00294-2022;3845 1644003838 есть ВП 30/8, поршневая или винтовая среда не названа 29.01.2021 заключение ЭПБ № 43-ТУ-01168-2021 Поршневой двухступенчатый компрес
ВЦ-100/9;центробежный;компрессор;13;3;6;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-14839-2021 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-14835-2021 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-14842-2021;4653 1655189422 планировал ВЦ-100/9 | ТГК-16 тип не установлен 05.2026 план 2250870382 позиция 633, сумма 3 614 124,68 ₽ Ремонт компрессора 32 ВЦ-100/9 топ
К-605-181-1М;центробежный;компрессор;13;1;4;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-08684-2020 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-30476-2024 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-13718-2015;ышленной безопасности технического устройства, применяемого на опасном производственном объекте Компрессор центробежный К-605-181-1м (зав.№6337, техн.№ В-401А), эксплуатируемый на 
ТВ-330;центробежный;воздуходувка;13;1;5;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-16576-2018 | https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-06586-2024 | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-48484-2022;14867 5501041254 есть ТВ-330 | Г-43-6 центробежная воздух 28.12.2022 заключение ЭПБ № 61-ТУ-48484-2022 Воздуходувка ТВ-t техн. №ТВ-330, зав. №1 эксп
Ц-16/76;центробежный;компрессор;13;2;9;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-62257-2023 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-28622-2020 | https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-51701-2019; КМ-200 центробежная среда не названа 27.11.2019 заключение ЭПБ № 57-ТУ-51701-2019 Агрегат турбокомпрессорный марки ТКА-Ц-16/76, техн. КМ-200, зав. № 2/1-3 (Площадка Бахиловской ко
ЭК7;винтовой;компрессор;13;4;5;https://etpgpb.ru/procedure/tender/etp/90526-zapros-predlozheniy-na-vypolnenie-kapitalnogo-remonta-kompressora-ek-75-3-inv-80004-ts-20/ | https://zakupki.mos.ru/need/5886229 | https://zakupki.mos.ru/need/6036006;4.2026 процедура 6036006 Выполнение работ по восстановлению посадки клапана в корпусе крышки первой ступени компрессора ЭК 7,5-3 зав №107 https://zakupki.mos.ru/need/6036006 Портал
ТГ450-1,08;центробежный;компрессор;13;1;13;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-84413-2025 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-84468-2025 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-84571-2025;7.2025, ООО "САМПРОМЭКСПЕРТ", вывод: соответствует центробежность: названа в тексте заключения Турбокомпрессор газовый ТГ 450-1,08 тех. № 3/8, зав. № б/н https://monitor-pb.ru/conc
К400-51-1;центробежный;компрессор;12;3;3;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-20798-2025 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-19968-2016 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-24801-2017;1003 0268004714 есть К 400-51-1 центробежная среда не названа 24.04.2025 заключение ЭПБ № 49-ТУ-20798-2025 техническое устройство, применяемое на опасн
КТК7/14;центробежный;компрессор;12;4;4;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-01313-2015 | https://monitor-pb.ru/conclusion/39-%D0%A2%D0%9F-14952-2014 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-102148-2023;1416 0268008010 есть КТК 7/14, центробежная среда не названа 27.12.2023 заключение ЭПБ № 41-ТУ-102148-2023 Центробежный компрессор марки КТК 7/14, по
ВК-2;центробежный;компрессор;12;4;8;https://monitor-pb.ru/conclusion/38-%D0%97%D0%A1-03604-2023 | https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-17382-2017 | https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-17316-2017;ен газ или иная среда 02.03.2023 заключение ЭПБ № 38-ЗС-03604-2023 Сооружение – Металлическая вентиляционная труба ВК-1,ВК-2, применяемый на азотно-кислородной станции 2 очередь АК
К-19;центробежный;компрессор;12;3;5;https://zakupki.mos.ru/need/5578472 | https://www.tender.pro/api/tender/797049/view_public | https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-04280-2018;5715 2124009521 покупает К-19 | И50А | И-20А центробежная по серии 24.08.2023 тендер 797049 Закупка масла компрессорного К-19, масла индустриального 
ТВ200-1,12;центробежный;воздуходувка;12;2;5;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-18994-2018 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-23736-2014 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-16362-2018;5928 2204001528 есть ТВ100-1,12, | ТВ200-1,12 центробежная воздух 02.12.2014 заключение ЭПБ № 63-ТУ-23736-2014 турбовоздуходувку марки ТВ100-1,12, ТВ200-1,12 https:/
ТВ-100-1,12;центробежный;воздуходувка;12;3;5;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-07025-2023 | https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-30988-2023 | https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-35091-2019;5932 2204001528 есть ТВ-100-1,12 центробежная среда не названа 03.12.2015 заключение ЭПБ № 63-ТУ-23775-2015 турбокомпрессор ТВ-100-1,12 (зав. №303, инв.
ТВ-300;центробежный;воздуходувка;12;2;6;https://etpgpb.ru/procedures/etp/23026-razrabotka-proekta-i-provedenie-rabot-po-kapitalnomu-remontu-fundamenta-turboagregata-tv-300/ | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=38967ba4-fad1-42f1-96e8-3dc1ff7fd9df_0dc8fc82-a419-4414-832a-50943fe53612&infoGuid=38967ba4-fad1-42f1-96e8-3dc1ff7fd9df | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=1c59debb-7bce-49a0-919f-cb263e959249_2db18935-6857-4641-a4d7-961e7fcfc686&infoGuid=1c59debb-7bce-49a0-919f-cb263e959249;6496 2457029066 планировал ТВ-300 | ВК-12М центробежная воздух 11.2020 план 2200474948 позиция 48, сумма 1 015 862,10 ₽ Выполнение работ по капитальному 
К-1290-121-1М;центробежный;компрессор;12;1;3;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-04562-2022 | https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-04585-2022 | https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-04563-2022;11139 4205000908 есть К-1290-121-1М, центробежная по серии газ или иная среда 15.02.2022 заключение ЭПБ № 68-ТУ-04585-2022 2021-3658-ЭПБ - техническое устр
ТГ-150-1,12-01УЗ;центробежный;компрессор;12;1;6;https://etpgpb.ru/procedures/etp/156422-prodazha-turbokompressor-tg-150-112-01uz/ | https://etpgpb.ru/procedures/etp/149131-prodazha-turbokompressor-tg-150-112-01uz/ | https://etpgpb.ru/procedures/etp/167822-prodazha-turbokompressor-tg-150-112-01uz/;12771 5003003915 покупает центробежная 2018-11-12 процедура ГП811971 ПРОДАЖА!!! Турбокомпрессор ТГ-150-1,12-01УЗ https://etpgpb.ru/procedures/etp/186612-prodazha-turbokompressor-tg
К-132;не установлен;воздуходувка;12;1;3;https://monitor-pb.ru/conclusion/76-%D0%A2%D0%9F-23322-2025 | https://monitor-pb.ru/conclusion/18-%D0%A2%D0%9F-01953-2024 | https://monitor-pb.ru/conclusion/76-%D0%A2%D0%9F-823315-2026;38154 7601001107 есть К-131 | К-132 тип не установлен (марка не опознана) воздух 30.07.2025 заключение ЭПБ № 76-ТП-23322-2025 «Монтаж резервной воздуходувк
К-14;центробежный;компрессор;12;2;7;https://www.tender.pro/api/tender/887776/view_public | https://www.tender.pro/api/tender/884945/view_public | https://www.tender.pro/api/tender/849269/view_public;24482 7703647595 есть К-14.1/1, не применимо среда не названа 20.12.2018 заключение ЭПБ № 47-ТУ-56030-2018 сгуститель одноярусный с лопастной меша
ГПА-32;центробежный;ГПА;11;7;2;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=022b0141-4cba-4eb8-94fc-65e5ff0e603e_5a995dc3-02a5-56f6-e100-00000a388ca6&infoGuid=022b0141-4cba-4eb8-94fc-65e5ff0e603e | https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-07261-2020;2867 1102024468 есть ГПА-32 | ГТК-10И | PCL 802/24, центробежная газ 02.06.2020 заключение ЭПБ № 19-ТУ-07261-2020 рег. № А25-00261-0639. Класс опас
Ц6;не установлен;ГПА;11;1;11;https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-07840-2021 | https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-07843-2021 | https://monitor-pb.ru/conclusion/39-%D0%97%D0%A1-09632-2021;не установлен газ 24.12.2020 заключение ЭПБ № 39-ЗС-24091-2020 Здания и сооружения, Здание газоперекачивающего агрегата Ц 6.3-56М КС Калач, магистрального газопровода «Петровск-Нов
АК-72;не установлен;нагнетатель;11;2;6;https://monitor-pb.ru/conclusion/12-%D0%97%D0%A1-09961-2019 | https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-15932-2019 | https://monitor-pb.ru/conclusion/47-%D0%A2%D0%9F-14750-2018;9391 3627000397 есть К-47 | Т-34 | К-27 | АК-72 объект — трубопровод или сооружение, машина лишь упомянута среда не названа 03.12.2025 заключение ЭПБ № 36-ЗС-522326-20
ВК150-8;винтовой;компрессор;11;3;5;https://www.tender.pro/api/tender/796936/view_public | https://www.tender.pro/api/tender/789316/view_public | https://zakupki.mos.ru/need/4731749;17850 6318105574 покупает ВК 150-8 поршневая или винтовая 22.11.2023 процедура 4737386 Компрессор винтовой ВК 150-8 https://zakupki.mos.ru/need/4737386 По
ГПА16;не установлен;ГПА;11;5;0;;сорного оборудования с персоналом на объекте строительства Этап 2. ГКС «Сахалин». Один технологический модуль мощностью ГПА 16 МВт (228/03) в составе стройки МГ «Сахалин – Хабаровс
ТВ-80-1,8М-01;центробежный;воздуходувка;10;2;3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-53808-2015 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-22835-2021 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-53798-2015;е ЭПБ № 41-ТУ-53798-2015 объект 1918, установка компрессии и ВОЦ, цех №54, ГХЗ Турбокомпрессор воздушный (воздуходувка) ТВ-80-1,8М-01, поз. ВД-1, зав.№1286 https://monitor-pb.ru/co
К402;центробежный;компрессор;10;1;4;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-67301-2022 | https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-67305-2022 | https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-67306-2022;879 0266048970 есть К402.01 центробежная среда не названа 01.11.2022 заключение ЭПБ № 41-ЗС-67301-2022 Заключение экспертизы промышленной безопа
К-605-182-1М;центробежный;компрессор;10;1;4;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-02230-2021 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-31406-2024 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-20667-2018;есть К-605-182 центробежная среда не названа 28.09.2021 заключение ЭПБ № 43-ТУ-12737-2021 Компрессор центробежный марки К-605-182-1м, зав. № 4100, тех. № В-3, установленный в цехе 
ЦК-115/9;центробежный;компрессор;10;2;4;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-801522-2026 | https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-08916-2016 | https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-05399-2017;9352 3528191736 есть ЦК-135/8 | ЦК-115/9 центробежная среда не названа 04.05.2017 заключение ЭПБ № 28-ТУ-05399-2017 центробежный компрессор ЦК-135/8(ЦК-115/9), 
