marka;forma;vstrech;innov;tip;chem_dobyta;primer;ssylka
GA45-10Р;ЛЦ-ЦК;1;1;компрессор;регулярка;Компрессор воздушный GA45-10Р Зав.№: API532495;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-64317-2025
С415M;КЦЛ;1;1;компрессор;регулярка;«Компрессор С415M», зав. №1558, применяемое на опасном производственном объекте Нижневартовский филиал ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08196-2025
QGDP45HH LT;ЛЦЛ Л;1;1;компрессор;регулярка;на техническое устройство «Компрессор винтовой Quincy QGDP45HH LT AC», зав. №CQA100835, применяемое на опасном производственном объекте Нижневартовский филиал ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-37404-2024
БУ 4500/270 ЭК;К Ц/Ц К;1;1;воздуходувка;регулярка;техническое устройство «Манифольд нагнетательный», зав.№14799, входящее в состав буровой установки «БУ 4500/270 ЭК-БМЧ», зав.№14799» , применяемое на опасном производственном объекте Нефтеюганского фи;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-23474-2024
Р500/10 К;КЦ/Ц К;1;1;ресивер;регулярка;техническое устройство «Ресивер Р500/10 К-3», зав.№101» , применяемое на опасном производственном объекте Нефтеюганского филиала ООО «РН-Бурение»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-21100-2024
БУ 2900/200 ЭП;К Ц/Ц К;1;1;воздуходувка;регулярка;техническое устройство: «Манифольд нагнетательный, зав.№22», входящее в состав буровой установки «БУ 2900/200 ЭПКБМ-3», зав. №22»;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-34301-2021
М19.47.00.000;КЦ.Ц.Ц.Ц;1;1;компрессор;регулярка;Модули компрессоров М19.47.00.000 зав.№№ 2, 4, 5. Модуль компрессоров М21.47.00.000 зав.№ 7;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08579-2020
EL65/2C-RVP80;ЛЦ/ЦЛ-ЛЦ;1;1;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № НО_WRK-4571985420-1 на технические устройства Воздуходувки EL65/2C-RVP80 техн. № 1, EL65/2C-RVP80 техн. № 2, принадлежащие ООО «Нестле Россия», до нач;https://monitor-pb.ru/conclusion/33-%D0%A2%D0%A3-02885-2025
ЦБН 16ГЦ2-519/3956С;К ЦКЦ-Ц/ЦК;1;1;воздуходувка;регулярка;Корпус нагнетателя центробежного ЦБН 16ГЦ2-519/3956С, газоперекачивающего агрегата ГПА-Ц3-16С/56-1,44, ст. №1.4, зав. № 3, инв. № 051055;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-06329-2025
ВТ1,5-0,3/150АЗ;КЦ,Ц-Ц,Ц/ЦК;1;1;компрессор;регулярка;техническое устройство: Компрессор поршневой ВТ1,5-0,3/150АЗ, зав. № 0401021, техн. № К-17;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-33121-2022
ЦЗ-16C/76-1,44;К-ЦЛ/Ц-Ц,Ц;1;1;воздуходувка;регулярка;техническое устройство: Центробежный нагнетатель (корпус, ротор) агрегата газоперекачивающего ГПА-ЦЗ-16C/76-1,44, зав. № 2, ст. № 2.2, инв. № 105521;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-32886-2022
ВТ1,5-0,3/150А2;КЦ,Ц-Ц,Ц/ЦКЦ;1;1;компрессор;регулярка;На техническое устройство, применяемое на опасном производственном объекте Компрессор поршневой ВТ1,5-0,3/150А2, зав. № 0909014, техн. № К-18;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-14917-2022
ВТ1,5-0,3/150А3;КЦ,Ц-Ц,Ц/ЦКЦ;1;1;компрессор;регулярка;техническое устройство: Компрессор поршневой ВТ1,5-0,3/150А3, инв. № 105740, зав. № б/н, техн. № К-19;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-12569-2022
GIB 12/2-5/5-5;Л Ц/Ц-Ц/Ц-Ц;1;1;компрессор;регулярка;техническое устройство: компрессор дожимной BAUER GIB 12/2-5/5-5, техн.№К-3, зав.№10-101339, инв.№ 432380;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-12289-2021
GA11-8,5Р;ЛЦ-Ц,ЦК;1;1;компрессор;регулярка;"техническое устройство, применяемое на опасном производственном объекте - компрессор воздушный GA11-8,5Р, техн.№К-2, зав.№CAI706116, инв.№432418; компрессор воздушный GA11-8,5Р, техн.№ К-3, зав.№CAI70";https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-06541-2021
ВТ 1,5-0,3/150А3;К Ц,Ц-Ц,Ц/ЦКЦ;1;1;компрессор;регулярка;техническое устройство, применяемое на опасном производственном объекте Компрессор поршневой ВТ 1,5-0,3/150А3, техн.№К-17, зав.№0401021, инв.№105509;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-01613-2021
ЦЗ-16С/76-1,44;К-ЦК/Ц-Ц,Ц;1;1;воздуходувка;регулярка;Центробежный нагнетатель (корпус центробежного нагнетателя ГПА-ЦЗ-16С/76-1,44) зав.№ 1, стационарный № 2.1, установленный на ДКС Комсомольского месторождения;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-04675-2020
SW132F6-EM;ЛЦЛЦ-Л;1;1;компрессор;регулярка;"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 730-2025 Компрессор поршневой SW132F6-EM зав.№ 70712011;Компрессор поршневой SW132F6-EM зав.№ 40702 на ОПО «Автомобильная газонаполнительная компрессор";https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-654982-2026
РК-101/А,С;К-Ц/К,К;1;1;узел: компрессор;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ №403.1-НПО/24 на технические устройства-технологические трубопроводы: №57 Трубопровод «Обвязка К-104» №59 Трубопровод «Обвязка Е-119» №67 Трубопровод «В;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06203-2024
R37-51,5/50;ЛЦ-Ц,Ц/Ц;1;1;компрессор;регулярка;на техническое устройство Поршневой компрессор газовый марки R37-51,5/50, зав. № 44013, поз. ПК-1, установки ЛГ-35/11-300 Каталитического производства, эксплуатируемый ПАО «Славнефть-ЯНОС» на опасном ;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-01136-2022
ТГ170-1,7М1-В1;КЦ-Ц,ЦКЦ-КЦ;1;1;компрессор;регулярка;на техническое устройство, применяемое на опасном производственном объекте: Турбокомпрессор газовый марки ТГ170-1,7М1-В1, зав. № 1, поз. 30В-1, эксплуатируемый на установке Производство серы, цеха № 5;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-15892-2021
ТГ170-1,7 М1;КЦ-Ц,Ц КЦ;1;1;компрессор;регулярка;на техническое устройство «Турбокомпрессор газовый марки ТГ170-1,7 М1-В1», зав. № 14, поз. 20В-1, установки Производство серы, цеха №5, эксплуатируемый ПАО «Славнефть-Ярославнефтеоргсинтез» на опасном;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07976-2021
5VR 200/490G;ЦЛ Ц/ЦЛ;1;1;компрессор;регулярка;на техническое устройство, применяемое на опасном производственном объекте: модернизированный центробежный компрессор 5VR 200/490G поз. ЦК-1 зав.№ 85.000/1 (с резервным цилиндром сжатия модификации 5V;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-02186-2021
5VR 200/490 G;ЦЛ Ц/Ц Л;1;1;компрессор;регулярка;на техническое устройство, применяемое на опасном производственном объекте: модернизированный центробежный компрессор 5VR 200/490 G зав. №85.000/1, принадлежащий ПАО «Славнефть-ЯНОС»;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-15411-2020
5VR-200/490G;ЦЛ-Ц/ЦЛ;1;1;компрессор;регулярка;центробежный компрессор марки 5VR-200/490G, зав. № 567.002/00, рег. № 430820, поз. по схеме ЦК-1, комплексной установки каталитического риформинга бензинов ЛГ-35/11-300 каталитического производства, п;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-07073-2016
5VRM-200/490G;ЦЛ-Ц/ЦЛ;1;1;компрессор;регулярка;центробежный компрессор марки 5VRM-200/490G, зав. №567.002/00, рег. № 430820, поз. по схеме ЦК-1, установки каталитического риформинга бензинов ДГ-35/11-300 каталитического производства, владелец: ОАО;https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-03785-2015
7ГВ-50.07М2;ЦК-Ц.ЦКЦ;1;1;компрессор;регулярка;"газовый винтовой компрессор марки 7ГВ-50.07М2, зав. № 93001, поз. по схеме ВК-1, установка по сбору и компримированнию факельного газа (УКФГ) цеха № 5, предприятия ОАО ""Славнефть-ЯНОС"" г.Ярославль";https://monitor-pb.ru/conclusion/18-%D0%A2%D0%A3-23310-2014
5ВХ-350/2.6БР;ЦК-Ц/Ц.ЦК;1;1;компрессор;регулярка;техническое устройство - аммиачный винтовой компрессор 5ВХ-350/2.6БР;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-05618-2015
4ВУ1-5/9М2М;ЦКЦ-Ц/ЦКЦК;1;1;компрессор;регулярка;технического устройства ''Поршневой компрессор 4ВУ1-5/9М2М'' зав. № 030133577, тех. № ВК-1 эксплуатируемого ТПП «Лангепаснефтегаз» ООО «ЛУКОЙЛ - Западная Сибирь»;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-776842-2026
